Date,Model,Type,Quantity
2013-07,Mitsubishi ,Mitsubishi Outlander,228
2013-07,Volkswagen ,Volkswagen Tiguan,228
2013-07,Volkswagen ,Volkswagen Passat,222
2013-07,Toyota ,Toyota Avensis,222
2013-07,Audi ,Audi A3,222
2013-07,Audi ,Audi A4,185
2013-07,Volkswagen ,Volkswagen Polo,178
2013-07,Volvo ,Volvo V60,164
2013-07,Ford ,Ford Mondeo,161
2013-07,Ford ,Ford Kuga,158
2013-07,Volvo ,Volvo XC60,155
2013-07,BMW ,BMW 3-serie,143
2013-07,Toyota ,Toyota Prius,142
2013-07,Volkswagen ,Volkswagen up!,142
2013-07,Kia ,Kia Sportage,136
2013-07,Hyundai ,Hyundai i20,133
2013-07,BMW ,BMW 1-serie,121
2013-07,Mercedes-Benz ,Mercedes-Benz A-klasse,112
2013-07,Skoda ,Skoda Superb,112
2013-07,Honda ,Honda CR-V,76
2013-08,Volkswagen ,Volkswagen Golf,514
2013-08,Mazda ,Mazda CX-5,506
2013-08,Toyota ,Toyota Auris,459
2013-08,Nissan ,Nissan Leaf,448
2013-08,Toyota ,Toyota Yaris,426
2013-08,Toyota ,Toyota Rav4,368
2013-08,Skoda ,Skoda Octavia,324
2013-08,Volkswagen ,Volkswagen Tiguan,272
2013-08,Ford ,Ford Focus,258
2013-08,Volkswagen ,Volkswagen Passat,226
2013-08,Volvo ,Volvo V40,217
2013-08,Audi ,Audi A3,213
2013-08,Nissan ,Nissan Qashqai,200
2013-08,Mitsubishi ,Mitsubishi Outlander,188
2013-08,Toyota ,Toyota Avensis,157
2013-08,Mercedes-Benz ,Mercedes-Benz A-klasse,148
2013-08,Volvo ,Volvo V70,141
2013-08,Audi ,Audi A4,135
2013-08,Honda ,Honda CR-V,121
2013-08,Volvo ,Volvo V60,109
2013-09,Tesla ,Tesla Model S,616
2013-09,Volkswagen ,Volkswagen Golf,561
2013-09,Toyota ,Toyota Auris,511
2013-09,Skoda ,Skoda Octavia,444
2013-09,Mazda ,Mazda CX-5,421
2013-09,Volvo ,Volvo V40,373
2013-09,Nissan ,Nissan Leaf,349
2013-09,Toyota ,Toyota Rav4,312
2013-09,Toyota ,Toyota Yaris,297
2013-09,Volkswagen ,Volkswagen Tiguan,294
2013-09,Volvo ,Volvo V70,272
2013-09,Ford ,Ford Focus,251
2013-09,Volkswagen ,Volkswagen Passat,250
2013-09,Volvo ,Volvo XC60,214
2013-09,BMW ,BMW 3-serie,213
2013-09,Volvo ,Volvo V60,200
2013-09,Audi ,Audi A3,196
2013-09,Kia ,Kia Sportage,196
2013-09,Toyota ,Toyota Avensis,188
2013-09,Nissan ,Nissan Qashqai,183
2013-09,Mitsubishi ,Mitsubishi Outlander,165
2013-09,Audi ,Audi A4,148
2013-09,Peugeot ,Peugeot 208,143
2013-09,Volkswagen ,Volkswagen Polo,139
2013-09,BMW ,BMW X3,138
2013-09,Ford ,Ford Mondeo,133
2013-09,Suzuki ,Suzuki SX4,132
2013-09,BMW ,BMW 1-serie,131
2013-09,Toyota ,Toyota Prius,118
2013-09,Hyundai ,Hyundai i20,112
2013-09,Mercedes-Benz ,Mercedes-Benz A-klasse,107
2013-10,Nissan ,Nissan Leaf,716
2013-10,Toyota ,Toyota Auris,679
2013-10,Volkswagen ,Volkswagen Golf,646
2013-10,Skoda ,Skoda Octavia,540
2013-10,Toyota ,Toyota Yaris,446
2013-10,Volvo ,Volvo V40,319
2013-10,Toyota ,Toyota Rav4,300
2013-10,Mazda ,Mazda CX-5,299
2013-10,Volvo ,Volvo V70,291
2013-10,Ford ,Ford Focus,257
2013-10,Nissan ,Nissan Qashqai,240
2013-10,Volkswagen ,Volkswagen Passat,239
2013-10,Volkswagen ,Volkswagen Tiguan,223
2013-10,Volvo ,Volvo V60,221
2013-10,Audi ,Audi A3,202
2013-10,Mitsubishi ,Mitsubishi Outlander,177
2013-10,Toyota ,Toyota Avensis,176
2013-10,Audi ,Audi A4,170
2013-10,Mercedes-Benz ,Mercedes-Benz A-klasse,121
2013-10,BMW ,BMW 3-serie,114
2013-11,Volkswagen ,Volkswagen Golf,666
2013-11,Toyota ,Toyota Auris,525
2013-11,Skoda ,Skoda Octavia,524
2013-11,Nissan ,Nissan Leaf,512
2013-11,Toyota ,Toyota Yaris,383
2013-11,Volvo ,Volvo V70,306
2013-11,Volvo ,Volvo V40,260
2013-11,Toyota ,Toyota Rav4,259
2013-11,Mazda ,Mazda CX-5,250
2013-11,Volkswagen ,Volkswagen Passat,243
2013-11,Volvo ,Volvo V60,220
2013-11,Ford ,Ford Focus,203
2013-11,Volkswagen ,Volkswagen Tiguan,181
2013-11,Mercedes-Benz ,Mercedes-Benz A-klasse,151
2013-11,Audi ,Audi A3,147
2013-11,Mitsubishi ,Mitsubishi Outlander,145
2013-11,BMW ,BMW 3-serie,141
2013-11,Nissan ,Nissan Qashqai,131
2013-11,Audi ,Audi A4,122
2013-11,Toyota ,Toyota Avensis,102
2013-12,Tesla ,Tesla Model S,553
2013-12,Volvo ,Volvo V40,542
2013-12,Volvo ,Volvo V70,542
2013-12,Skoda ,Skoda Octavia,510
2013-12,Volkswagen ,Volkswagen Golf,461
2013-12,Volvo ,Volvo V60,416
2013-12,Volkswagen ,Volkswagen up!,368
2013-12,Volvo ,Volvo XC60,350
2013-12,Nissan ,Nissan Leaf,337
2013-12,Toyota ,Toyota Auris,311
2013-12,Mercedes-Benz ,Mercedes-Benz A-klasse,215
2013-12,Toyota ,Toyota Yaris,211
2013-12,Suzuki ,Suzuki SX4,211
2013-12,Volkswagen ,Volkswagen Tiguan,202
2013-12,Mazda ,Mazda CX-5,187
2013-12,Toyota ,Toyota RAV4,185
2013-12,Ford ,Ford Focus,179
2013-12,Volkswagen ,Volkswagen Passat,179
2013-12,Honda ,Honda CR-V,178
2013-12,Ford ,Ford Kuga,174
2013-12,Audi ,Audi A3,170
2013-12,Opel ,Opel Mokka,155
2013-12,Mitsubishi ,Mitsubishi ASX,155
2013-12,Kia ,Kia Sportage,154
2013-12,Mitsubishi ,Mitsubishi Outlander,150
2013-12,Subaru ,Subaru Forester,134
2013-12,Volkswagen ,Volkswagen Polo,132
2013-12,Ford ,Ford Mondeo,117
2013-12,Ford ,Ford Fiesta,111
2013-12,Mercedes-Benz ,Mercedes-Benz E-klasse,106
2013-12,Audi ,Audi A4,103
2013-12,Ford ,Ford S-Max,101
2013-12,BMW ,BMW 3-serie,97
2013-12,Nissan ,Nissan Qashqai,96
2013-12,Mercedes-Benz ,Mercedes-Benz B-klasse,86
2013-12,BMW ,BMW X3,83
2013-12,BMW ,BMW 1-serie,83
2013-12,Opel ,Opel Insignia,78
2013-12,Peugeot ,Peugeot 2008,72
2013-12,Hyundai ,Hyundai ix35,70
2013-12,BMW ,BMW X1,65
2013-12,Skoda ,Skoda Yeti,65
2013-12,Skoda ,Skoda Superb,64
2013-12,Mercedes-Benz ,Mercedes-Benz GLK,64
2013-12,Mercedes-Benz ,Mercedes-Benz C-klasse,63
2013-12,Skoda ,Skoda Rapid,63
2013-12,Mercedes-Benz ,Mercedes-Benz CLA,61
2013-12,Kia ,Kia cee'd,59
2013-12,Audi ,Audi Q3,59
2013-12,Toyota ,Toyota Avensis,58
2014-01,Nissan ,Nissan Leaf,650
2014-01,Toyota ,Toyota Auris,563
2014-01,Volkswagen ,Volkswagen Golf,465
2014-01,Mazda ,Mazda CX-5,406
2014-01,Skoda ,Skoda Octavia,378
2014-01,Toyota ,Toyota Yaris,351
2014-01,Suzuki ,Suzuki SX4,314
2014-01,Toyota ,Toyota Rav4,282
2014-01,BMW ,BMW 3-serie,235
2014-01,Volkswagen ,Volkswagen Tiguan,231
2014-01,Volkswagen ,Volkswagen up!,218
2014-01,Volkswagen ,Volkswagen Passat,207
2014-01,BMW ,BMW X3,186
2014-01,Peugeot ,Peugeot 2008,183
2014-01,Mitsubishi ,Mitsubishi Outlander,174
2014-01,Volvo ,Volvo XC60,174
2014-01,Volvo ,Volvo V70,166
2014-01,Peugeot ,Peugeot 308,160
2014-01,Ford ,Ford Kuga,152
2014-01,Audi ,Audi A3,151
2014-02,Volkswagen ,Volkswagen Golf,488
2014-02,Nissan ,Nissan Leaf,484
2014-02,Toyota ,Toyota Auris,453
2014-02,Tesla ,Tesla Model S,431
2014-02,Toyota ,Toyota Rav4,342
2014-02,Toyota ,Toyota Yaris,314
2014-02,Skoda ,Skoda Octavia,308
2014-02,Nissan ,Nissan Qashqai,292
2014-02,Volkswagen ,Volkswagen up!,265
2014-02,Mitsubishi ,Mitsubishi Outlander,238
2014-02,Mazda ,Mazda CX-5,214
2014-02,Volkswagen ,Volkswagen Passat,211
2014-02,Suzuki ,Suzuki SX4,209
2014-02,Volvo ,Volvo V40,209
2014-02,Volkswagen ,Volkswagen Tiguan,194
2014-02,Volvo ,Volvo V70,194
2014-02,Peugeot ,Peugeot 2008,184
2014-02,BMW ,BMW 3-serie,182
2014-02,Volvo ,Volvo XC60,163
2014-02,BMW ,BMW X3,147
2014-03,Tesla ,Tesla Model S,1493
2014-03,Volkswagen ,Volkswagen Golf,624
2014-03,Toyota ,Toyota Auris,472
2014-03,Volkswagen ,Volkswagen up!,444
2014-03,Nissan ,Nissan Leaf,425
2014-03,Nissan ,Nissan Qashqai,403
2014-03,Mazda ,Mazda CX-5,389
2014-03,Toyota ,Toyota Rav4,369
2014-03,Mitsubishi ,Mitsubishi Outlander,341
2014-03,BMW ,BMW i3,336
2014-03,Toyota ,Toyota Yaris,304
2014-03,Skoda ,Skoda Octavia,301
2014-03,Volvo ,Volvo V40,267
2014-03,Volvo ,Volvo V70,233
2014-03,Volvo ,Volvo XC60,223
2014-03,BMW ,BMW 3-serie,220
2014-03,Audi ,Audi A3,201
2014-03,Volkswagen ,Volkswagen Tiguan,193
2014-03,Volkswagen ,Volkswagen Passat,190
2014-03,Suzuki ,Suzuki SX4,168
2014-04,Volkswagen ,Volkswagen Golf,766
2014-04,Nissan ,Nissan Leaf,451
2014-04,Toyota ,Toyota Auris,418
2014-04,Skoda ,Skoda Octavia,398
2014-04,Volkswagen ,Volkswagen up!,348
2014-04,Nissan ,Nissan Qashqai,334
2014-04,Mitsubishi ,Mitsubishi Outlander,311
2014-04,Volkswagen ,Volkswagen Passat,290
2014-04,Volkswagen ,Volkswagen Tiguan,278
2014-04,Toyota ,Toyota Rav4,274
2014-04,Toyota ,Toyota Yaris,268
2014-04,Ford ,Ford Focus,266
2014-04,Volvo ,Volvo V40,258
2014-04,Audi ,Audi A3,240
2014-04,BMW ,BMW i3,236
2014-04,Mazda ,Mazda CX-5,229
2014-04,Volvo ,Volvo V70,220
2014-04,BMW ,BMW 3-serie,216
2014-04,Tesla ,Tesla Model S,171
2014-04,Suzuki ,Suzuki SX4,165
2014-05,Volkswagen ,Volkswagen Golf,565
2014-05,Volkswagen ,Volkswagen up!,465
2014-05,Skoda ,Skoda Octavia,412
2014-05,Toyota ,Toyota Auris,408
2014-05,Toyota ,Toyota Yaris,378
2014-05,Tesla ,Tesla Model S,371
2014-05,Mazda ,Mazda CX-5,366
2014-05,Nissan ,Nissan Qashqai,358
2014-05,Toyota ,Toyota Rav4,348
2014-05,Nissan ,Nissan Leaf,342
2014-05,Volvo ,Volvo V40,327
2014-05,Mitsubishi ,Mitsubishi Outlander,248
2014-05,Audi ,Audi A3,219
2014-05,Volkswagen ,Volkswagen Passat,206
2014-05,Volvo ,Volvo V70,192
2014-05,Volkswagen ,Volkswagen Tiguan,188
2014-05,BMW ,BMW 3-serie,165
2014-05,Suzuki ,Suzuki SX4,163
2014-05,Ford ,Ford Focus,159
2014-05,BMW ,BMW i3,131
2014-06,Volkswagen ,Volkswagen Golf,723
2014-06,Tesla ,Tesla Model S,536
2014-06,Toyota ,Toyota Auris,399
2014-06,Skoda ,Skoda Octavia,381
2014-06,Toyota ,Toyota Yaris,331
2014-06,Nissan ,Nissan Leaf,313
2014-06,Toyota ,Toyota Rav4,308
2014-06,Mazda ,Mazda CX-5,283
2014-06,Volvo ,Volvo V40,275
2014-06,Volkswagen ,Volkswagen up!,251
2014-06,Ford ,Ford Focus,239
2014-06,Mitsubishi ,Mitsubishi Outlander,211
2014-06,Nissan ,Nissan Qashqai,208
2014-06,Audi ,Audi A3,196
2014-06,Volkswagen ,Volkswagen Passat,195
2014-06,Volvo ,Volvo V70,193
2014-06,BMW ,BMW i3,146
2014-06,Volkswagen ,Volkswagen Tiguan,138
2014-06,Suzuki ,Suzuki SX4,135
2014-06,BMW ,BMW 3-serie,123
2014-07,Volkswagen ,Volkswagen Golf,1136
2014-07,Toyota ,Toyota Auris,456
2014-07,Volkswagen ,Volkswagen up!,338
2014-07,Skoda ,Skoda Octavia,336
2014-07,Mazda ,Mazda CX-5,323
2014-07,Toyota ,Toyota Rav4,319
2014-07,Nissan ,Nissan Leaf,313
2014-07,Volvo ,Volvo V40,304
2014-07,Toyota ,Toyota Yaris,289
2014-07,Nissan ,Nissan Qashqai,259
2014-07,Volvo ,Volvo V70,252
2014-07,Audi ,Audi A3,222
2014-07,Volkswagen ,Volkswagen Tiguan,218
2014-07,Mitsubishi ,Mitsubishi Outlander,217
2014-07,Volkswagen ,Volkswagen Passat,188
2014-07,Suzuki ,Suzuki SX4,174
2014-07,Ford ,Ford Focus,150
2014-07,BMW ,BMW 3-serie,141
2014-07,BMW ,BMW i3,124
2014-07,Tesla ,Tesla Model S,114
2014-08,Volkswagen ,Volkswagen Golf,1075
2014-08,Toyota ,Toyota Auris,461
2014-08,Nissan ,Nissan Leaf,400
2014-08,Volkswagen ,Volkswagen up!,364
2014-08,Mazda ,Mazda CX-5,360
2014-08,Skoda ,Skoda Octavia,354
2014-08,Toyota ,Toyota Rav4,301
2014-08,Mitsubishi ,Mitsubishi Outlander,280
2014-08,Toyota ,Toyota Yaris,204
2014-08,BMW ,BMW i3,202
2014-08,Audi ,Audi A3,200
2014-08,Nissan ,Nissan Qashqai,199
2014-08,Volvo ,Volvo V70,197
2014-08,Tesla ,Tesla Model S,183
2014-08,Volvo ,Volvo V40,176
2014-08,Volkswagen ,Volkswagen Passat,169
2014-08,Volkswagen ,Volkswagen Tiguan,167
2014-08,Ford ,Ford Focus,144
2014-08,Suzuki ,Suzuki SX4,142
2014-08,BMW ,BMW 3-serie,139
2014-09,Volkswagen ,Volkswagen Golf,939
2014-09,Toyota ,Toyota Auris,537
2014-09,Nissan ,Nissan Leaf,367
2014-09,Mazda ,Mazda CX-5,361
2014-09,Mitsubishi ,Mitsubishi Outlander,346
2014-09,Toyota ,Toyota Yaris,339
2014-09,Skoda ,Skoda Octavia,323
2014-09,Toyota ,Toyota Rav4,294
2014-09,Volkswagen ,Volkswagen up!,289
2014-09,Volvo ,Volvo V40,272
2014-09,Volvo ,Volvo V70,266
2014-09,Suzuki ,Suzuki SX4,196
2014-09,Nissan ,Nissan Qashqai,189
2014-09,Ford ,Ford Focus,161
2014-09,BMW ,BMW i3,149
2014-09,Audi ,Audi A3,146
2014-09,Volkswagen ,Volkswagen Passat,143
2014-09,BMW ,BMW 3-serie,108
2014-09,Tesla ,Tesla Model S,104
2014-09,Volkswagen ,Volkswagen Tiguan,99
2014-10,Volkswagen ,Volkswagen Golf,1038
2014-10,Skoda ,Skoda Octavia,483
2014-10,Toyota ,Toyota Auris,480
2014-10,Toyota ,Toyota Yaris,440
2014-10,Nissan ,Nissan Leaf,372
2014-10,Volvo ,Volvo V70,343
2014-10,Volvo ,Volvo V40,337
2014-10,Mazda ,Mazda CX-5,331
2014-10,Volkswagen ,Volkswagen up!,326
2014-10,Nissan ,Nissan Qashqai,296
2014-10,Toyota ,Toyota Rav4,279
2014-10,Peugeot ,Peugeot 308,260
2014-10,Mitsubishi ,Mitsubishi Outlander,229
2014-10,Volkswagen ,Volkswagen Tiguan,227
2014-10,Audi ,Audi A3,221
2014-10,Suzuki ,Suzuki SX4,208
2014-10,Volkswagen ,Volkswagen Passat,169
2014-10,Ford ,Ford Focus,139
2014-10,BMW ,BMW i3,130
2014-10,Tesla ,Tesla Model S,36
2014-11,Volkswagen ,Volkswagen Golf,870
2014-11,Toyota ,Toyota Auris,381
2014-11,Mazda ,Mazda CX-5,368
2014-11,Skoda ,Skoda Octavia,361
2014-11,Toyota ,Toyota Yaris,361
2014-11,Nissan ,Nissan Leaf,311
2014-11,Toyota ,Toyota Rav4,294
2014-11,Volvo ,Volvo V40,287
2014-11,Volkswagen ,Volkswagen up!,283
2014-11,Volvo ,Volvo V70,283
2014-11,Mitsubishi ,Mitsubishi Outlander,230
2014-11,Ford ,Ford Focus,219
2014-11,Volvo ,Volvo XC60,215
2014-11,Volkswagen ,Volkswagen Tiguan,212
2014-11,Tesla ,Tesla Model S,202
2014-11,Nissan ,Nissan Qashqai,191
2014-11,Volkswagen ,Volkswagen Passat,167
2014-11,Audi ,Audi A3,157
2014-11,BMW ,BMW i3,156
2014-11,Suzuki ,Suzuki SX4,150
2014-12,Volkswagen ,Volkswagen Golf,990
2014-12,Volvo ,Volvo V70,562
2014-12,Volvo ,Volvo V40,535
2014-12,Volvo ,Volvo XC60,524
2014-12,Skoda ,Skoda Octavia,392
2014-12,Toyota ,Toyota Auris,357
2014-12,Nissan ,Nissan Leaf,353
2014-12,Volkswagen ,Volkswagen Passat,324
2014-12,Toyota ,Toyota Yaris,312
2014-12,Tesla ,Tesla Model S,267
2014-12,Mazda ,Mazda CX-5,216
2014-12,Volkswagen ,Volkswagen up!,216
2014-12,Peugeot ,Peugeot 308,206
2014-12,Audi ,Audi A3,205
2014-12,Toyota ,Toyota Rav4,204
2014-12,Volkswagen ,Volkswagen Tiguan,195
2014-12,Ford ,Ford Focus,190
2014-12,Mitsubishi ,Mitsubishi Outlander,163
2014-12,Nissan ,Nissan Qashqai,146
2014-12,Suzuki ,Suzuki SX4,121
2015-01,Volkswagen ,Volkswagen Golf,1313
2015-01,Volkswagen ,Volkswagen Golf,1199
2015-01,Toyota ,Toyota Rav4,535
2015-01,Toyota ,Toyota Yaris,328
2015-01,Mitsubishi ,Mitsubishi Outlander,326
2015-01,Nissan ,Nissan Qashqai,315
2015-01,Toyota ,Toyota Auris,313
2015-01,Nissan ,Nissan Leaf,309
2015-01,Skoda ,Skoda Octavia,289
2015-01,Volkswagen ,Volkswagen Passat,254
2015-01,Mazda ,Mazda CX-5,252
2015-01,Hyundai ,Hyundai i20,217
2015-01,Volkswagen ,Volkswagen up!,194
2015-01,Mercedes-Benz ,Mercedes-Benz C-klasse,178
2015-01,Suzuki ,Suzuki SX4,170
2015-01,Ford ,Ford Kuga,147
2015-01,Ford ,Ford Focus,143
2015-01,Ford ,Ford Mondeo,124
2015-01,Audi ,Audi A3,119
2015-01,Volkswagen ,Volkswagen Tiguan,118
2015-01,Nissan ,Nissan X-Trail,116
2015-02,Toyota ,Toyota Rav4,450
2015-02,Toyota ,Toyota Auris,365
2015-02,Skoda ,Skoda Octavia,362
2015-02,Toyota ,Toyota Yaris,338
2015-02,Tesla ,Tesla Model S,321
2015-02,Nissan ,Nissan Qashqai,247
2015-02,Nissan ,Nissan Leaf,247
2015-02,Audi ,Audi A3,207
2015-02,Volkswagen ,Volkswagen Passat,204
2015-02,Volkswagen ,Volkswagen up!,194
2015-02,Suzuki ,Suzuki SX4,185
2015-02,Mazda ,Mazda CX-5,180
2015-02,Mercedes-Benz ,Mercedes-Benz C-klasse,172
2015-02,Nissan ,Nissan X-Trail,163
2015-02,Ford ,Ford Mondeo,162
2015-02,Mitsubishi ,Mitsubishi Outlander,157
2015-02,Ford ,Ford Focus,157
2015-02,Ford ,Ford Kuga,133
2015-02,Hyundai ,Hyundai i20,76
2015-03,Volkswagen ,Volkswagen Golf,1421
2015-03,Tesla ,Tesla Model S,1140
2015-03,Nissan ,Nissan Leaf,526
2015-03,Toyota ,Toyota Auris,486
2015-03,Skoda ,Skoda Octavia,411
2015-03,Toyota ,Toyota Rav4,385
2015-03,Toyota ,Toyota Yaris,379
2015-03,Ford ,Ford Mondeo,284
2015-03,Audi ,Audi A3,281
2015-03,Nissan ,Nissan Qashqai,272
2015-03,Volvo ,Volvo XC60,244
2015-03,Volvo ,Volvo V70,232
2015-03,Volkswagen ,Volkswagen Passat,229
2015-03,Renault ,Renault Zoe,228
2015-03,Volkswagen ,Volkswagen up!,217
2015-03,Mitsubishi ,Mitsubishi Outlander,204
2015-03,Suzuki ,Suzuki SX4,187
2015-03,Mazda ,Mazda CX-5,180
2015-03,Ford ,Ford Focus,180
2015-03,Peugeot ,Peugeot 308,168
2015-03,BMW ,BMW X3,159
2015-03,BMW ,BMW 3-serie,154
2015-03,Kia ,Kia Sportage,141
2015-03,Volkswagen ,Volkswagen Polo,139
2015-03,Mercedes-Benz ,Mercedes-Benz C-klasse,133
2015-03,Ford ,Ford Fiesta,125
2015-03,Ford ,Ford Kuga,119
2015-03,BMW ,BMW i3,109
2015-03,Hyundai ,Hyundai i20,106
2015-03,Toyota ,Toyota Prius,99
2015-03,Toyota ,Toyota Avensis,98
2015-03,Mercedes-Benz ,Mercedes-Benz B-klasse,91
2015-03,Volvo ,Volvo V60,70
2015-03,Ford ,Ford S-Max,61
2015-03,Suzuki ,Suzuki Vitara,60
2015-03,Skoda ,Skoda Superb,55
2015-03,BMW ,BMW X1,48
2015-03,Opel ,Opel Astra,31
2015-03,BMW ,BMW X5,29
2015-04,Volkswagen ,Volkswagen Golf,1595
2015-04,Toyota ,Toyota Auris,509
2015-04,Skoda ,Skoda Octavia,460
2015-04,Mazda ,Mazda CX-5,355
2015-04,Volkswagen ,Volkswagen Passat,354
2015-04,Toyota ,Toyota Yaris,330
2015-04,Audi ,Audi A3,327
2015-04,Toyota ,Toyota Rav4,302
2015-04,Mitsubishi ,Mitsubishi Outlander,280
2015-04,Tesla ,Tesla Model S,230
2015-04,Volvo ,Volvo V70,221
2015-04,Ford ,Ford Mondeo,221
2015-04,Volkswagen ,Volkswagen up!,210
2015-04,Ford ,Ford Focus,193
2015-04,Volvo ,Volvo V40,189
2015-04,Volkswagen ,Volkswagen Polo,183
2015-04,Peugeot ,Peugeot 308,181
2015-04,Mercedes-Benz ,Mercedes-Benz B-klasse,178
2015-04,Volvo ,Volvo XC60,174
2015-04,Nissan ,Nissan Leaf,167
2015-04,Mercedes-Benz ,Mercedes-Benz C-klasse,166
2015-04,BMW ,BMW X3,157
2015-04,Renault ,Renault Zoe,154
2015-04,Nissan ,Nissan Qashqai,147
2015-04,Kia ,Kia Sportage,137
2015-04,Volvo ,Volvo V60,128
2015-04,BMW ,BMW i3,102
2015-04,Ford ,Ford Fiesta,92
2015-04,BMW ,BMW 3-serie,91
2015-04,Toyota ,Toyota Prius,72
2015-04,Ford ,Ford Kuga,72
2015-04,Skoda ,Skoda Superb,61
2015-04,Suzuki ,Suzuki Vitara,58
2015-04,BMW ,BMW 2-serie,48
2015-04,Mercedes-Benz ,Mercedes-Benz E-klasse,48
2015-04,BMW ,BMW X1,32
2015-04,Opel ,Opel Astra,30
2015-04,Ford ,Ford S-Max,29
2015-04,Toyota ,Toyota Avensis,25
2015-04,BMW ,BMW X5,23
2015-05,Volkswagen ,Volkswagen Golf,1323
2015-05,Mitsubishi ,Mitsubishi Outlander,399
2015-05,Toyota ,Toyota Yaris,371
2015-05,Toyota ,Toyota Auris,352
2015-05,Tesla ,Tesla Model S,346
2015-05,Skoda ,Skoda Octavia,329
2015-05,Audi ,Audi A3,303
2015-05,Toyota ,Toyota Rav4,296
2015-05,Mazda ,Mazda CX-5,286
2015-05,Volvo ,Volvo V70,272
2015-05,Ford ,Ford Focus,242
2015-05,Volkswagen ,Volkswagen Passat,236
2015-05,Ford ,Ford Mondeo,232
2015-05,Volvo ,Volvo V40,211
2015-05,Peugeot ,Peugeot 308,196
2015-05,Nissan ,Nissan Qashqai,188
2015-05,Nissan ,Nissan Leaf,176
2015-05,Volvo ,Volvo XC60,152
2015-05,Mercedes-Benz ,Mercedes-Benz C-klasse,144
