Date,Model,Type,Quantity
2015-05,Volkswagen ,Volkswagen up!,130
2015-06,Volkswagen ,Volkswagen Golf,1626
2015-06,Tesla ,Tesla Model S,566
2015-06,Mitsubishi ,Mitsubishi Outlander,487
2015-06,Renault ,Renault Zoe,431
2015-06,Toyota ,Toyota Yaris,371
2015-06,Toyota ,Toyota Rav4,368
2015-06,Skoda ,Skoda Octavia,358
2015-06,Mazda ,Mazda CX-5,358
2015-06,Toyota ,Toyota Auris,336
2015-06,Volkswagen ,Volkswagen Passat,308
2015-06,Nissan ,Nissan Qashqai,307
2015-06,Audi ,Audi A3,292
2015-06,Volvo ,Volvo V70,290
2015-06,Ford ,Ford Mondeo,221
2015-06,Peugeot ,Peugeot 308,203
2015-06,Nissan ,Nissan Leaf,186
2015-06,Volkswagen ,Volkswagen up!,180
2015-06,Ford ,Ford Focus,174
2015-06,Volvo ,Volvo XC60,164
2015-06,Mercedes-Benz ,Mercedes-Benz C-klasse,142
2015-07,Volkswagen ,Volkswagen Golf,1542
2015-07,Toyota ,Toyota Yaris,401
2015-07,Nissan ,Nissan Qashqai,385
2015-07,Toyota ,Toyota Rav4,383
2015-07,Volkswagen ,Volkswagen Passat,356
2015-07,Skoda ,Skoda Octavia,343
2015-07,Audi ,Audi A3,321
2015-07,Toyota ,Toyota Auris,294
2015-07,Mercedes-Benz ,Mercedes-Benz B-klasse,263
2015-07,Volvo ,Volvo V70,251
2015-07,Mazda ,Mazda CX-5,248
2015-07,Nissan ,Nissan Leaf,239
2015-07,Tesla ,Tesla Model S,222
2015-07,Ford ,Ford Mondeo,193
2015-07,Peugeot ,Peugeot 308,174
2015-07,Ford ,Ford Focus,157
2015-07,Mitsubishi ,Mitsubishi Outlander,126
2015-07,Volvo ,Volvo XC60,117
2015-07,Volkswagen ,Volkswagen up!,114
2015-07,Renault ,Renault Zoe,24
2015-08,Volkswagen ,Volkswagen Golf,1414
2015-08,Toyota ,Toyota Auris,412
2015-08,Skoda ,Skoda Octavia,372
2015-08,Toyota ,Toyota Yaris,338
2015-08,Nissan ,Nissan Leaf,338
2015-08,Toyota ,Toyota Rav4,314
2015-08,Ford ,Ford Mondeo,303
2015-08,Volkswagen ,Volkswagen Passat,240
2015-08,Mazda ,Mazda CX-5,225
2015-08,Tesla ,Tesla Model S,220
2015-08,Mercedes-Benz ,Mercedes-Benz B-klasse,220
2015-08,Nissan ,Nissan Qashqai,198
2015-08,Audi ,Audi A3,198
2015-08,Volkswagen ,Volkswagen up!,190
2015-08,Ford ,Ford Focus,183
2015-08,Volvo ,Volvo V70,162
2015-08,Peugeot ,Peugeot 308,145
2015-08,Mercedes-Benz ,Mercedes-Benz C-klasse,126
2015-08,Volvo ,Volvo XC60,95
2015-08,Mitsubishi ,Mitsubishi Outlander,88
2015-09,Volkswagen ,Volkswagen Golf,1102
2015-09,Toyota ,Toyota Auris,535
2015-09,Nissan ,Nissan Leaf,492
2015-09,Toyota ,Toyota Yaris,364
2015-09,Toyota ,Toyota Rav4,314
2015-09,Skoda ,Skoda Octavia,311
2015-09,BMW ,BMW i3,266
2015-09,Mazda ,Mazda CX-5,256
2015-09,Nissan ,Nissan Qashqai,246
2015-09,Volvo ,Volvo V70,238
2015-09,Mitsubishi ,Mitsubishi Outlander,222
2015-09,Ford ,Ford Mondeo,185
2015-09,Volkswagen ,Volkswagen Passat,184
2015-09,Volkswagen ,Volkswagen up!,180
2015-09,Volvo ,Volvo XC60,169
2015-09,Ford ,Ford Focus,168
2015-09,Mercedes-Benz ,Mercedes-Benz B-klasse,153
2015-09,Audi ,Audi A3,148
2015-09,Tesla ,Tesla Model S,127
2015-09,Peugeot ,Peugeot 308,112
2015-10,Volkswagen ,Volkswagen Golf,1368
2015-10,Toyota ,Toyota Auris,574
2015-10,Mitsubishi ,Mitsubishi Outlander,527
2015-10,Skoda ,Skoda Octavia,386
2015-10,Toyota ,Toyota Yaris,379
2015-10,Nissan ,Nissan Leaf,355
2015-10,BMW ,BMW i3,326
2015-10,Volvo ,Volvo V70,314
2015-10,Volkswagen ,Volkswagen Passat,286
2015-10,Mazda ,Mazda CX-5,281
2015-10,Toyota ,Toyota Rav4,232
2015-10,Nissan ,Nissan Qashqai,222
2015-10,Tesla ,Tesla Model S,198
2015-10,Audi ,Audi A3,192
2015-10,Peugeot ,Peugeot 308,170
2015-10,Volvo ,Volvo XC60,166
2015-10,Ford ,Ford Mondeo,156
2015-10,Ford ,Ford Focus,150
2015-10,Volkswagen ,Volkswagen up!,137
2015-10,Mercedes-Benz ,Mercedes-Benz B-klasse,108
2015-11,Volkswagen ,Volkswagen Golf,1435
2015-11,Mitsubishi ,Mitsubishi Outlander,578
2015-11,Toyota ,Toyota Auris,450
2015-11,Volkswagen ,Volkswagen Passat,358
2015-11,Toyota ,Toyota Yaris,334
2015-11,Skoda ,Skoda Octavia,310
2015-11,Volvo ,Volvo XC60,299
2015-11,BMW ,BMW i3,293
2015-11,Ford ,Ford Mondeo,282
2015-11,Mazda ,Mazda CX-5,262
2015-11,Volvo ,Volvo V70,238
2015-11,Tesla ,Tesla Model S,225
2015-11,Audi ,Audi A3,209
2015-11,Nissan ,Nissan Qashqai,162
2015-11,Volkswagen ,Volkswagen up!,147
2015-11,Mercedes-Benz ,Mercedes-Benz B-klasse,141
2015-11,Peugeot ,Peugeot 308,136
2015-11,Nissan ,Nissan Leaf,135
2015-11,Ford ,Ford Focus,103
2015-11,Toyota ,Toyota Rav4,102
2015-12,Volkswagen ,Volkswagen Golf,1050
2015-12,Mitsubishi ,Mitsubishi Outlander,561
2015-12,BMW ,BMW i3,415
2015-12,Volvo ,Volvo XC60,408
2015-12,Volvo ,Volvo V70,393
2015-12,Tesla ,Tesla Model S,373
2015-12,Skoda ,Skoda Octavia,349
2015-12,Mazda ,Mazda CX-5,285
2015-12,Toyota ,Toyota Yaris,281
2015-12,Toyota ,Toyota Auris,264
2015-12,Volvo ,Volvo V60,251
2015-12,Volkswagen ,Volkswagen Passat,198
2015-12,Ford ,Ford Mondeo,186
2015-12,Audi ,Audi A3,179
2015-12,Ford ,Ford Focus,162
2015-12,Mercedes-Benz ,Mercedes-Benz B-klasse,159
2015-12,Volkswagen ,Volkswagen up!,146
2015-12,Nissan ,Nissan Qashqai,119
2015-12,Toyota ,Toyota Rav4,74
2015-12,Nissan ,Nissan Leaf,19
2016-01,Volkswagen ,Volkswagen Golf,998
2016-01,Toyota ,Toyota Rav4,328
2016-01,Toyota ,Toyota Yaris,317
2016-01,Toyota ,Toyota Auris,300
2016-01,BMW ,BMW i3,294
2016-01,Nissan ,Nissan Leaf,284
2016-01,Mazda ,Mazda CX-3,269
2016-01,Volkswagen ,Volkswagen Passat,236
2016-01,Audi ,Audi A3,233
2016-01,Mazda ,Mazda CX-5,223
2016-01,Suzuki ,Suzuki Vitara,219
2016-01,Volvo ,Volvo XC90,215
2016-01,Skoda ,Skoda Octavia,213
2016-01,Ford ,Ford Mondeo,211
2016-01,Renault ,Renault Zoe,197
2016-01,Nissan ,Nissan Qashqai,196
2016-01,Skoda ,Skoda Superb,186
2016-01,Peugeot ,Peugeot 308,176
2016-01,BMW ,BMW X5,170
2016-01,Volkswagen ,Volkswagen up!,165
2016-01,Volvo ,Volvo V60,159
2016-01,Mercedes-Benz ,Mercedes-Benz C-klasse,159
2016-01,Ford ,Ford S-Max,153
2016-01,Mitsubishi ,Mitsubishi Outlander,145
2016-01,Volkswagen ,Volkswagen Polo,144
2016-01,Ford ,Ford Focus,141
2016-01,BMW ,BMW X3,141
2016-01,Audi ,Audi A4,128
2016-01,BMW ,BMW 3-serie,123
2016-01,BMW ,BMW X1,118
2016-01,Mercedes-Benz ,Mercedes-Benz GLC,116
2016-01,Mercedes-Benz ,Mercedes-Benz B-klasse,111
2016-01,Volvo ,Volvo V70,107
2016-01,Tesla ,Tesla Model S,105
2016-01,Ford ,Ford Fiesta,101
2016-01,Ford ,Ford Kuga,96
2016-01,Volvo ,Volvo XC60,96
2016-01,Hyundai ,Hyundai Tucson,95
2016-01,Nissan ,Nissan X-Trail,91
2016-01,Opel ,Opel Astra,89
2016-01,Toyota ,Toyota Avensis,83
2016-01,Audi ,Audi A6,66
2016-01,Volkswagen ,Volkswagen Touran,65
2016-01,Skoda ,Skoda Fabia,63
2016-01,Kia ,Kia Soul,62
2016-01,Peugeot ,Peugeot 2008,60
2016-01,Toyota ,Toyota Prius,55
2016-01,Volvo ,Volvo V40,54
2016-01,Opel ,Opel Mokka,44
2016-01,Kia ,Kia Sportage,41
2016-02,Volkswagen ,Volkswagen Golf,1247
2016-02,Mitsubishi ,Mitsubishi Outlander,553
2016-02,Nissan ,Nissan Leaf,453
2016-02,Toyota ,Toyota Rav4,436
2016-02,Skoda ,Skoda Octavia,399
2016-02,Toyota ,Toyota Auris,332
2016-02,Volkswagen ,Volkswagen Passat,310
2016-02,Toyota ,Toyota Yaris,296
2016-02,Mazda ,Mazda CX-3,250
2016-02,Mazda ,Mazda CX-5,250
2016-02,Audi ,Audi A3,249
2016-02,BMW ,BMW i3,248
2016-02,Skoda ,Skoda Superb,218
2016-02,Ford ,Ford S-Max,216
2016-02,Volvo ,Volvo V70,203
2016-02,Nissan ,Nissan Qashqai,187
2016-02,Toyota ,Toyota Avensis,170
2016-02,Kia ,Kia Soul,158
2016-02,Ford ,Ford Mondeo,157
2016-02,Suzuki ,Suzuki Vitara,156
2016-02,Volvo ,Volvo V60,155
2016-02,Volvo ,Volvo XC90,151
2016-02,Peugeot ,Peugeot 308,140
2016-02,Volkswagen ,Volkswagen up!,138
2016-02,Kia ,Kia Sportage,135
2016-02,Mercedes-Benz ,Mercedes-Benz C-klasse,130
2016-02,Ford ,Ford Focus,126
2016-02,Toyota ,Toyota Prius,124
2016-02,Ford ,Ford Kuga,119
2016-02,Volvo ,Volvo XC60,118
2016-02,BMW ,BMW X1,117
2016-02,BMW ,BMW 3-serie,114
2016-02,Tesla ,Tesla Model S,113
2016-02,Nissan ,Nissan X-Trail,112
2016-02,Volkswagen ,Volkswagen Polo,111
2016-02,BMW ,BMW X5,108
2016-02,Mercedes-Benz ,Mercedes-Benz GLC,106
2016-02,Mercedes-Benz ,Mercedes-Benz B-klasse,106
2016-02,Audi ,Audi A4,102
2016-02,Opel ,Opel Mokka,93
2016-02,BMW ,BMW X3,89
2016-02,Ford ,Ford Fiesta,85
2016-02,Opel ,Opel Astra,84
2016-02,Volvo ,Volvo V40,79
2016-02,Peugeot ,Peugeot 2008,72
2016-02,Skoda ,Skoda Fabia,71
2016-02,Audi ,Audi A6,65
2016-02,Volkswagen ,Volkswagen Touran,65
2016-02,Hyundai ,Hyundai Tucson,54
2016-02,Renault ,Renault Zoe,50
2016-03,Volkswagen ,Volkswagen Golf,1414
2016-03,Mitsubishi ,Mitsubishi Outlander,739
2016-03,Nissan ,Nissan Leaf,676
2016-03,Toyota ,Toyota Auris,507
2016-03,Tesla ,Tesla Model S,487
2016-03,Volkswagen ,Volkswagen Passat,372
2016-03,Toyota ,Toyota Yaris,361
2016-03,Toyota ,Toyota Rav4,304
2016-03,Renault ,Renault Zoe,291
2016-03,Skoda ,Skoda Octavia,285
2016-03,Audi ,Audi A3,266
2016-03,BMW ,BMW 2-serie,233
2016-03,Mazda ,Mazda CX-5,231
2016-03,Volvo ,Volvo V70,214
2016-03,Toyota ,Toyota Avensis,194
2016-03,Nissan ,Nissan Qashqai,191
2016-03,Skoda ,Skoda Superb,188
2016-03,Suzuki ,Suzuki Vitara,181
2016-03,Mercedes-Benz ,Mercedes-Benz B-klasse,179
2016-03,Ford ,Ford S-Max,178
2016-03,BMW ,BMW i3,177
2016-03,Mercedes-Benz ,Mercedes-Benz C-klasse,159
2016-03,Toyota ,Toyota Prius,153
2016-03,Ford ,Ford Mondeo,153
2016-03,BMW ,BMW X5,149
2016-03,Peugeot ,Peugeot 308,142
2016-03,Kia ,Kia Sportage,141
2016-03,Volvo ,Volvo XC60,141
2016-03,Mazda ,Mazda CX-3,138
2016-03,Volvo ,Volvo V60,132
2016-03,Volvo ,Volvo XC90,128
2016-03,BMW ,BMW X1,126
2016-03,Volkswagen ,Volkswagen up!,124
2016-03,BMW ,BMW 3-serie,124
2016-03,Mercedes-Benz ,Mercedes-Benz E-klasse,123
2016-03,Volkswagen ,Volkswagen Polo,118
2016-03,Ford ,Ford Focus,118
2016-03,Ford ,Ford Fiesta,112
2016-03,BMW ,BMW X3,95
2016-03,Ford ,Ford Kuga,84
2016-03,Opel ,Opel Astra,83
2016-04,Volkswagen ,Volkswagen Golf,1713
2016-04,Volkswagen ,Volkswagen Passat,684
2016-04,Mitsubishi ,Mitsubishi Outlander,569
2016-04,Nissan ,Nissan Leaf,541
2016-04,Toyota ,Toyota Auris,428
2016-04,Skoda ,Skoda Octavia,383
2016-04,Toyota ,Toyota Yaris,362
2016-04,Toyota ,Toyota Rav4,284
2016-04,Audi ,Audi A3,275
2016-04,Volvo ,Volvo V70,232
2016-04,Renault ,Renault Zoe,230
2016-04,Volkswagen ,Volkswagen Polo,227
2016-04,BMW ,BMW i3,222
2016-04,BMW ,BMW 2-serie,205
2016-04,Mazda ,Mazda CX-3,201
2016-04,Mazda ,Mazda CX-5,197
2016-04,Toyota ,Toyota Prius,195
2016-04,Skoda ,Skoda Superb,186
2016-04,Volvo ,Volvo XC90,181
2016-04,Ford ,Ford Mondeo,171
2016-04,Peugeot ,Peugeot 308,170
2016-04,Opel ,Opel Astra,170
2016-04,BMW ,BMW X5,165
2016-04,Mercedes-Benz ,Mercedes-Benz B-klasse,156
2016-04,Suzuki ,Suzuki Vitara,154
2016-04,Volkswagen ,Volkswagen up!,153
2016-04,Toyota ,Toyota Avensis,152
2016-04,Kia ,Kia Sportage,149
2016-04,Ford ,Ford Fiesta,132
2016-04,Volvo ,Volvo XC60,131
2016-04,Nissan ,Nissan Qashqai,126
2016-04,Ford ,Ford S-Max,125
2016-04,Mercedes-Benz ,Mercedes-Benz E-klasse,120
2016-04,Ford ,Ford Focus,109
2016-04,BMW ,BMW X3,108
2016-04,Ford ,Ford Kuga,108
2016-04,Volvo ,Volvo V60,107
2016-04,BMW ,BMW X1,106
2016-04,Mercedes-Benz ,Mercedes-Benz C-klasse,104
2016-04,BMW ,BMW 3-serie,104
2016-04,Tesla ,Tesla Model S,96
2016-05,Volkswagen ,Volkswagen Golf,1054
2016-05,Mitsubishi ,Mitsubishi Outlander,553
2016-05,Volkswagen ,Volkswagen Passat,530
2016-05,Toyota ,Toyota Yaris,483
2016-05,Toyota ,Toyota Auris,448
2016-05,Toyota ,Toyota Rav4,414
2016-05,Skoda ,Skoda Octavia,344
2016-05,Nissan ,Nissan Leaf,320
2016-05,Audi ,Audi A3,266
2016-05,Skoda ,Skoda Superb,217
2016-05,Mercedes-Benz ,Mercedes-Benz B-klasse,204
2016-05,Mazda ,Mazda CX-3,200
2016-05,Mazda ,Mazda CX-5,199
2016-05,Toyota ,Toyota Prius,197
2016-05,Opel ,Opel Astra,188
2016-05,BMW ,BMW 2-serie,186
2016-05,Mercedes-Benz ,Mercedes-Benz C-klasse,161
2016-05,Volkswagen ,Volkswagen Polo,159
2016-05,Tesla ,Tesla Model S,156
2016-05,Peugeot ,Peugeot 308,152
2016-05,Volvo ,Volvo V70,144
2016-05,Ford ,Ford Mondeo,137
2016-05,Volkswagen ,Volkswagen up!,135
2016-05,Nissan ,Nissan Qashqai,132
2016-05,Ford ,Ford S-Max,132
2016-05,Volvo ,Volvo XC90,126
2016-05,Toyota ,Toyota Avensis,123
2016-05,BMW ,BMW i3,120
2016-05,Suzuki ,Suzuki Vitara,93
2016-05,Renault ,Renault Zoe,64
2016-06,Volkswagen ,Volkswagen Golf,1056
2016-06,Mitsubishi ,Mitsubishi Outlander,590
2016-06,Volkswagen ,Volkswagen Passat,463
2016-06,Toyota ,Toyota Auris,435
2016-06,Renault ,Renault Zoe,398
2016-06,Toyota ,Toyota Yaris,391
2016-06,Skoda ,Skoda Octavia,328
2016-06,Toyota ,Toyota Rav4,324
2016-06,Nissan ,Nissan Leaf,318
2016-06,Tesla ,Tesla Model S,284
2016-06,Mazda ,Mazda CX-5,252
2016-06,Toyota ,Toyota Prius,246
2016-06,Audi ,Audi A3,241
2016-06,Opel ,Opel Astra,225
2016-06,BMW ,BMW 2-serie,216
2016-06,Mercedes-Benz ,Mercedes-Benz B-klasse,215
2016-06,Mazda ,Mazda CX-3,213
2016-06,Ford ,Ford Mondeo,193
2016-06,Toyota ,Toyota Avensis,186
2016-06,Skoda ,Skoda Superb,168
2016-06,Volkswagen ,Volkswagen up!,155
2016-06,Nissan ,Nissan Qashqai,154
2016-06,Peugeot ,Peugeot 308,153
2016-06,Mercedes-Benz ,Mercedes-Benz C-klasse,144
2016-06,Volvo ,Volvo XC90,143
2016-06,Volkswagen ,Volkswagen Polo,143
2016-06,Volvo ,Volvo V70,139
2016-06,Ford ,Ford S-Max,126
2016-06,Suzuki ,Suzuki Vitara,95
2016-06,BMW ,BMW i3,51
2016-07,Volkswagen ,Volkswagen Golf,972
2016-07,Mitsubishi ,Mitsubishi Outlander,552
2016-07,Volkswagen ,Volkswagen Passat,444
2016-07,Volkswagen ,Volkswagen Tiguan,305
2016-07,Skoda ,Skoda Octavia,301
2016-07,Toyota ,Toyota Rav4,277
2016-07,Toyota ,Toyota Yaris,266
2016-07,Audi ,Audi A3,262
2016-07,Toyota ,Toyota Auris,251
2016-07,Nissan ,Nissan Leaf,237
2016-07,Opel ,Opel Astra,192
2016-07,Mazda ,Mazda CX-5,187
2016-07,Toyota ,Toyota Prius,186
2016-07,Nissan ,Nissan Qashqai,183
2016-07,Mazda ,Mazda CX-3,167
2016-07,Volvo ,Volvo XC60,160
2016-07,Audi ,Audi A4,157
2016-07,Hyundai ,Hyundai Tucson,152
2016-07,Skoda ,Skoda Superb,148
2016-07,Volkswagen ,Volkswagen Polo,145
2016-07,Toyota ,Toyota Avensis,139
2016-07,Volvo ,Volvo V40,134
2016-07,BMW ,BMW 2-serie,131
2016-07,Suzuki ,Suzuki Vitara,128
2016-07,Mercedes-Benz ,Mercedes-Benz C-klasse,128
2016-07,Mercedes-Benz ,Mercedes-Benz B-klasse,123
2016-07,Volvo ,Volvo XC90,122
2016-07,Peugeot ,Peugeot 2008,114
2016-07,Ford ,Ford Mondeo,111
2016-07,Kia ,Kia Soul,106
2016-07,BMW ,BMW i3,98
2016-07,Renault ,Renault Zoe,79
2016-07,Volvo ,Volvo V70,77
2016-07,Tesla ,Tesla Model S,43
2016-08,Volkswagen ,Volkswagen Golf,1214
2016-08,Toyota ,Toyota Rav4,735
2016-08,Toyota ,Toyota Yaris,410
2016-08,Mitsubishi ,Mitsubishi Outlander,405
2016-08,Toyota ,Toyota Auris,361
2016-08,Volkswagen ,Volkswagen Passat,358
2016-08,Volkswagen ,Volkswagen Tiguan,331
2016-08,Nissan ,Nissan Leaf,318
2016-08,Mercedes-Benz ,Mercedes-Benz B-klasse,300
2016-08,BMW ,BMW i3,293
2016-08,Skoda ,Skoda Octavia,270
2016-08,Mazda ,Mazda CX-5,234
2016-08,Toyota ,Toyota Prius,183
2016-08,Tesla ,Tesla Model S,170
2016-08,Audi ,Audi A3,164
2016-08,Mazda ,Mazda CX-3,161
2016-08,Nissan ,Nissan Qashqai,131
2016-08,Ford ,Ford Mondeo,124
2016-08,Skoda ,Skoda Superb,122
2016-08,Renault ,Renault Zoe,15
2016-09,Volkswagen ,Volkswagen Golf,996
2016-09,Toyota ,Toyota Rav4,581
2016-09,BMW ,BMW i3,520
2016-09,Toyota ,Toyota Auris,492
2016-09,Mitsubishi ,Mitsubishi Outlander,455
2016-09,Volkswagen ,Volkswagen Tiguan,416
2016-09,Toyota ,Toyota Yaris,405
2016-09,Skoda ,Skoda Octavia,315
2016-09,Volkswagen ,Volkswagen Passat,314
2016-09,Mercedes-Benz ,Mercedes-Benz B-klasse,258
2016-09,Mazda ,Mazda CX-5,249
2016-09,Tesla ,Tesla Model S,247
2016-09,Toyota ,Toyota Prius,233
2016-09,Mercedes-Benz ,Mercedes-Benz C-klasse,208
2016-09,Nissan ,Nissan Leaf,199
2016-09,Audi ,Audi A3,186
2016-09,Mazda ,Mazda CX-3,179
2016-09,Skoda ,Skoda Superb,167
2016-09,Renault ,Renault Zoe,158
2016-09,Nissan ,Nissan Qashqai,146
2016-10,Volkswagen ,Volkswagen Golf,858
2016-10,BMW ,BMW i3,503
2016-10,Volkswagen ,Volkswagen Passat,487
2016-10,Volkswagen ,Volkswagen Tiguan,419
2016-10,Toyota ,Toyota Rav4,385
2016-10,Mitsubishi ,Mitsubishi Outlander,365
2016-10,Toyota ,Toyota Yaris,353
2016-10,Toyota ,Toyota Auris,339
2016-10,Skoda ,Skoda Octavia,322
2016-10,Nissan ,Nissan Leaf,321
2016-10,Mazda ,Mazda CX-5,223
2016-10,Nissan ,Nissan Qashqai,205
2016-10,Audi ,Audi A3,203
2016-10,Mazda ,Mazda CX-3,199
2016-10,Mercedes-Benz ,Mercedes-Benz B-klasse,187
2016-10,Skoda ,Skoda Superb,167
2016-10,Toyota ,Toyota Prius,166
2016-10,Renault ,Renault Zoe,161
2016-10,Mercedes-Benz ,Mercedes-Benz C-klasse,139
2016-10,Tesla ,Tesla Model S,39
2016-11,BMW ,BMW i3,1014
2016-11,Volkswagen ,Volkswagen Golf,905
2016-11,Toyota ,Toyota Rav4,513
2016-11,Mitsubishi ,Mitsubishi Outlander,406
2016-11,Volkswagen ,Volkswagen Tiguan,406
2016-11,Skoda ,Skoda Octavia,348
2016-11,Toyota ,Toyota Auris,320
2016-11,Volkswagen ,Volkswagen Passat,316
2016-11,Toyota ,Toyota Yaris,311
2016-11,Audi ,Audi A3,270
2016-11,BMW ,BMW 2-serie,250
2016-11,Nissan ,Nissan Leaf,238
2016-11,Mercedes-Benz ,Mercedes-Benz B-klasse,232
2016-11,Nissan ,Nissan Qashqai,218
2016-11,Mazda ,Mazda CX-5,170
2016-11,Mazda ,Mazda CX-3,156
2016-11,Skoda ,Skoda Superb,148
2016-11,Toyota ,Toyota Prius,143
2016-11,Renault ,Renault Zoe,100
2016-11,Tesla ,Tesla Model S,48
2016-12,Volkswagen ,Volkswagen Golf,721
2016-12,Volkswagen ,Volkswagen Tiguan,650
2016-12,Volvo ,Volvo XC60,602
2016-12,BMW ,BMW i3,413
2016-12,Audi ,Audi A3,403
2016-12,Toyota ,Toyota Rav4,374
2016-12,Mitsubishi ,Mitsubishi Outlander,355
2016-12,Volkswagen ,Volkswagen Passat,299
2016-12,Toyota ,Toyota Yaris,292
2016-12,Skoda ,Skoda Octavia,287
2016-12,Tesla ,Tesla Model S,263
2016-12,Nissan ,Nissan Leaf,257
2016-12,Mazda ,Mazda CX-5,240
2016-12,Toyota ,Toyota Auris,206
2016-12,Mercedes-Benz ,Mercedes-Benz B-klasse,200
2016-12,Mazda ,Mazda CX-3,153
2016-12,Nissan ,Nissan Qashqai,152
2016-12,BMW ,BMW 2-serie,110
2016-12,Toyota ,Toyota Prius,104
2016-12,Skoda ,Skoda Superb,97
2017-01,Volkswagen ,Volkswagen Golf,738
2017-01,BMW ,BMW i3,622
2017-01,Volkswagen ,Volkswagen Passat,515
2017-01,Toyota ,Toyota Rav4,473
2017-01,Volvo ,Volvo XC90,411
2017-01,Skoda ,Skoda Octavia,358
2017-01,Nissan ,Nissan Leaf,352
2017-01,Toyota ,Toyota Yaris,343
2017-01,Mercedes-Benz ,Mercedes-Benz GLC,285
2017-01,Toyota ,Toyota Auris,280
2017-01,Volvo ,Volvo V60,248
2017-01,Toyota ,Toyota C-HR,246
2017-01,Renault ,Renault Zoe,240
2017-01,Tesla ,Tesla Model X,238
2017-01,BMW ,BMW X1,226
2017-01,Volvo ,Volvo V40,220
2017-01,Peugeot ,Peugeot 3008,216
2017-01,Kia ,Kia Niro,214
2017-01,Skoda ,Skoda Superb,205
2017-01,BMW ,BMW 2-serie,202
2017-01,Volvo ,Volvo V90,202
